opp,datetime,stadium,attribute_3,attribute_4,competition,ranking,possession,expected_goals_(xg),total_shots,shots_on_target,big_chances,big_chances_missed,accurate_passes,accurate_passes_pc,fouls_committed,corners,shots_off_target,blocked_shots,hit_woodwork,shots_inside_box,shots_outside_box,xg_open_play,xg_set_play,non-penalty_xg,xg_on_target_(xgot),passes,own_half,opposition_half,accurate_long_balls,accurate_long_balls_pc,accurate_crosses,accurate_crosses_pc,throws,offsides,yellow_cards,red_cards,tackles_won,tackles_won_pc,interceptions,blocks,clearances,keeper_saves,duels_won,ground_duels_won,ground_duels_won_pc,aerial_duels_won,aerial_duels_won_pc,successful_dribbles,successful_dribbles_pc,game_id,url,team,opp_ranking,opp_possession,touches_in_opposition_box,conc_expected_goals_(xg),conc_total_shots,conc_shots_on_target,conc_big_chances,conc_big_chances_missed,conc_accurate_passes,conc_accurate_passes_pc,conc_fouls_committed,conc_corners,conc_shots_off_target,conc_blocked_shots,conc_hit_woodwork,conc_shots_inside_box,conc_shots_outside_box,conc_xg_open_play,conc_xg_set_play,conc_non-penalty_xg,conc_xg_on_target_(xgot),conc_passes,conc_own_half,conc_opposition_half,conc_accurate_long_balls,conc_accurate_long_balls_pc,conc_accurate_crosses,conc_accurate_crosses_pc,conc_throws,conc_touches_in_opposition_box,conc_offsides,conc_yellow_cards,conc_red_cards,conc_tackles_won,conc_tackles_won_pc,conc_interceptions,conc_blocks,conc_clearances,conc_keeper_saves,conc_duels_won,conc_ground_duels_won,conc_ground_duels_won_pc,conc_aerial_duels_won,conc_aerial_duels_won_pc,conc_successful_dribbles,conc_successful_dribbles_pc
Liechtenstein,2023-11-19T19:45:00.000Z,Rheinpark Stadion,Stéphanie Frappart,"2,241",EURO Qualification Grp. J Round 10,85.0,57.0,0.65,9,4,2.0,1.0,360,83.0,16,6,3.0,2.0,0.0,7.0,2.0,0.51,0.13,0.65,1.55,436,237.0,123.0,35.0,51.0,4.0,31.0,25.0,3,0.0,1.0,8.0,62.0,9.0,3.0,27.0,1.0,53.0,40.0,51.0,13.0,62.0,7.0,37.0,1783,https://www.fotmob.com/en-GB/matches/luxembourg-vs-liechtenstein/140203#4044604,Luxembourg,199.0,43.0,15.0,0.31,6.0,1.0,0.0,0.0,243,77.0,21.0,4.0,2.0,3.0,0.0,4.0,2.0,0.29,0.02,0.31,0.05,317,176.0,67.0,21.0,38.0,2.0,11.0,27.0,7.0,1.0,3.0,0.0,10.0,56.0,6.0,2.0,17.0,3.0,46.0,38.0,49.0,8.0,38.0,5.0,38.0
Iceland,2023-11-19T19:45:00.000Z,Estádio José Alvalade,Anastasios Papapetrou,"45,655",EURO Qualification Grp. J Round 10,6.0,74.0,2.1,23,11,4.0,3.0,710,90.0,9,14,8.0,4.0,1.0,16.0,7.0,1.63,0.48,2.1,2.8,787,226.0,484.0,27.0,64.0,6.0,20.0,15.0,3,2.0,0.0,6.0,60.0,8.0,2.0,17.0,4.0,45.0,28.0,48.0,17.0,53.0,12.0,55.0,1784,https://www.fotmob.com/en-GB/matches/portugal-vs-iceland/2d0315#4044606,Portugal,70.0,26.0,59.0,0.45,9.0,4.0,0.0,0.0,199,72.0,7.0,0.0,3.0,2.0,1.0,6.0,3.0,0.4,0.05,0.45,0.86,275,99.0,100.0,23.0,46.0,1.0,13.0,12.0,17.0,0.0,4.0,0.0,6.0,55.0,12.0,4.0,38.0,9.0,45.0,30.0,52.0,15.0,47.0,11.0,69.0
Portugal,2023-11-19T19:45:00.000Z,Estádio José Alvalade,Anastasios Papapetrou,"45,655",EURO Qualification Grp. J Round 10,70.0,26.0,0.45,9,4,0.0,0.0,199,72.0,7,0,3.0,2.0,1.0,6.0,3.0,0.4,0.05,0.45,0.86,275,99.0,100.0,23.0,46.0,1.0,13.0,12.0,0,4.0,0.0,6.0,55.0,12.0,4.0,38.0,9.0,45.0,30.0,52.0,15.0,47.0,11.0,69.0,1784,https://www.fotmob.com/en-GB/matches/portugal-vs-iceland/2d0315#4044606,Iceland,6.0,74.0,17.0,2.1,23.0,11.0,4.0,3.0,710,90.0,9.0,14.0,8.0,4.0,1.0,16.0,7.0,1.63,0.48,2.1,2.8,787,226.0,484.0,27.0,64.0,6.0,20.0,15.0,59.0,3.0,2.0,0.0,6.0,60.0,8.0,2.0,17.0,4.0,45.0,28.0,48.0,17.0,53.0,12.0,55.0
Norway,2023-11-19T19:45:00.000Z,Hampden Park,Horațiu Mircea Feșnic,"48,138",EURO Qualification Grp. A Round 10,39.0,50.0,1.21,9,2,2.0,1.0,390,87.0,14,6,3.0,4.0,0.0,6.0,3.0,0.3,0.13,0.42,1.2,447,183.0,207.0,28.0,62.0,3.0,14.0,14.0,0,1.0,0.0,7.0,70.0,5.0,4.0,9.0,3.0,43.0,32.0,48.0,11.0,55.0,4.0,40.0,1785,https://www.fotmob.com/en-GB/matches/norway-vs-scotland/2dxuw3#4044564,Scotland,46.0,50.0,16.0,2.2,13.0,7.0,4.0,2.0,396,87.0,20.0,4.0,3.0,3.0,0.0,10.0,3.0,2.1,0.11,2.2,2.5,455,229.0,167.0,24.0,49.0,6.0,33.0,19.0,24.0,0.0,3.0,0.0,9.0,69.0,8.0,3.0,15.0,0.0,43.0,34.0,52.0,9.0,45.0,7.0,58.0
Scotland,2023-11-19T19:45:00.000Z,Hampden Park,Horațiu Mircea Feșnic,"48,138",EURO Qualification Grp. A Round 10,46.0,50.0,2.2,13,7,4.0,2.0,396,87.0,20,4,3.0,3.0,0.0,10.0,3.0,2.1,0.11,2.2,2.5,455,229.0,167.0,24.0,49.0,6.0,33.0,19.0,0,3.0,0.0,9.0,69.0,8.0,3.0,15.0,0.0,43.0,34.0,52.0,9.0,45.0,7.0,58.0,1785,https://www.fotmob.com/en-GB/matches/norway-vs-scotland/2dxuw3#4044564,Norway,39.0,50.0,24.0,1.21,9.0,2.0,2.0,1.0,390,87.0,14.0,6.0,3.0,4.0,0.0,6.0,3.0,0.3,0.13,0.42,1.2,447,183.0,207.0,28.0,62.0,3.0,14.0,14.0,16.0,0.0,1.0,0.0,7.0,70.0,5.0,4.0,9.0,3.0,43.0,32.0,48.0,11.0,55.0,4.0,40.0
Georgia,2023-11-19T19:45:00.000Z,Estadio Municipal José Zorrilla,Ovidiu Alin Hațegan,"24,146",EURO Qualification Grp. A Round 10,8.0,76.0,1.97,20,9,3.0,1.0,730,92.0,9,9,7.0,4.0,0.0,11.0,9.0,1.41,0.56,1.97,3.65,792,164.0,566.0,27.0,82.0,6.0,21.0,15.0,2,2.0,0.0,10.0,63.0,2.0,2.0,5.0,0.0,44.0,37.0,51.0,7.0,58.0,13.0,52.0,1786,https://www.fotmob.com/en-GB/matches/spain-vs-georgia/1uvqvu#4044570,Spain,74.0,24.0,43.0,0.53,8.0,1.0,0.0,0.0,194,76.0,9.0,3.0,5.0,2.0,0.0,2.0,6.0,0.37,0.16,0.53,0.26,255,145.0,49.0,21.0,43.0,1.0,25.0,10.0,6.0,0.0,2.0,0.0,11.0,55.0,13.0,4.0,27.0,7.0,40.0,35.0,49.0,5.0,42.0,7.0,44.0
Spain,2023-11-19T19:45:00.000Z,Estadio Municipal José Zorrilla,Ovidiu Alin Hațegan,"24,146",EURO Qualification Grp. A Round 10,74.0,24.0,0.53,8,1,0.0,0.0,194,76.0,9,3,5.0,2.0,0.0,2.0,6.0,0.37,0.16,0.53,0.26,255,145.0,49.0,21.0,43.0,1.0,25.0,10.0,0,2.0,0.0,11.0,55.0,13.0,4.0,27.0,7.0,40.0,35.0,49.0,5.0,42.0,7.0,44.0,1786,https://www.fotmob.com/en-GB/matches/spain-vs-georgia/1uvqvu#4044570,Georgia,8.0,76.0,6.0,1.97,20.0,9.0,3.0,1.0,730,92.0,9.0,9.0,7.0,4.0,0.0,11.0,9.0,1.41,0.56,1.97,3.65,792,164.0,566.0,27.0,82.0,6.0,21.0,15.0,43.0,2.0,2.0,0.0,10.0,63.0,2.0,2.0,5.0,0.0,44.0,37.0,51.0,7.0,58.0,13.0,52.0
Faroe Islands,2023-11-20T19:45:00.000Z,Air Albania Stadium,Sven Jablonski,"21,456",EURO Qualification Grp. E Round 10,66.0,64.0,0.95,8,4,1.0,1.0,546,85.0,6,2,2.0,2.0,0.0,5.0,3.0,0.9,0.05,0.95,1.32,641,318.0,228.0,48.0,63.0,3.0,25.0,29.0,5,1.0,0.0,11.0,73.0,3.0,4.0,19.0,0.0,54.0,35.0,53.0,19.0,44.0,7.0,35.0,1787,https://www.fotmob.com/en-GB/matches/faroe-islands-vs-albania/2rmk04#4044737,Albania,139.0,36.0,21.0,0.62,10.0,0.0,0.0,0.0,263,73.0,17.0,3.0,6.0,4.0,0.0,7.0,3.0,0.26,0.36,0.62,0.0,360,135.0,128.0,29.0,41.0,5.0,36.0,21.0,19.0,0.0,2.0,0.0,11.0,52.0,10.0,2.0,22.0,4.0,55.0,31.0,47.0,24.0,56.0,4.0,57.0
Albania,2023-11-20T19:45:00.000Z,Air Albania Stadium,Sven Jablonski,"21,456",EURO Qualification Grp. E Round 10,139.0,36.0,0.62,10,0,0.0,0.0,263,73.0,17,3,6.0,4.0,0.0,7.0,3.0,0.26,0.36,0.62,0.0,360,135.0,128.0,29.0,41.0,5.0,36.0,21.0,0,2.0,0.0,11.0,52.0,10.0,2.0,22.0,4.0,55.0,31.0,47.0,24.0,56.0,4.0,57.0,1787,https://www.fotmob.com/en-GB/matches/faroe-islands-vs-albania/2rmk04#4044737,Faroe Islands,66.0,64.0,19.0,0.95,8.0,4.0,1.0,1.0,546,85.0,6.0,2.0,2.0,2.0,0.0,5.0,3.0,0.9,0.05,0.95,1.32,641,318.0,228.0,48.0,63.0,3.0,25.0,29.0,21.0,5.0,1.0,0.0,11.0,73.0,3.0,4.0,19.0,0.0,54.0,35.0,53.0,19.0,44.0,7.0,35.0
Moldova,2023-11-20T19:45:00.000Z,Andrův stadion,Sandro Schärer,"11,653",EURO Qualification Grp. E Round 10,34.0,54.0,1.97,22,7,4.0,3.0,315,80.0,16,4,8.0,7.0,0.0,13.0,9.0,1.04,0.93,1.97,2.09,393,144.0,171.0,28.0,49.0,4.0,27.0,25.0,1,1.0,0.0,16.0,73.0,6.0,2.0,30.0,3.0,68.0,44.0,51.0,24.0,60.0,6.0,55.0,1788,https://www.fotmob.com/en-GB/matches/moldova-vs-czechia/1osqij#4044736,Czechia,152.0,46.0,30.0,0.38,10.0,3.0,1.0,1.0,240,74.0,16.0,4.0,5.0,2.0,0.0,4.0,6.0,0.26,0.13,0.38,0.42,323,129.0,111.0,41.0,54.0,4.0,22.0,29.0,11.0,0.0,4.0,1.0,8.0,62.0,5.0,6.0,16.0,4.0,59.0,43.0,49.0,16.0,40.0,16.0,62.0
Czechia,2023-11-20T19:45:00.000Z,Andrův stadion,Sandro Schärer,"11,653",EURO Qualification Grp. E Round 10,152.0,46.0,0.38,10,3,1.0,1.0,240,74.0,16,4,5.0,2.0,0.0,4.0,6.0,0.26,0.13,0.38,0.42,323,129.0,111.0,41.0,54.0,4.0,22.0,29.0,0,4.0,1.0,8.0,62.0,5.0,6.0,16.0,4.0,59.0,43.0,49.0,16.0,40.0,16.0,62.0,1788,https://www.fotmob.com/en-GB/matches/moldova-vs-czechia/1osqij#4044736,Moldova,34.0,54.0,11.0,1.97,22.0,7.0,4.0,3.0,315,80.0,16.0,4.0,8.0,7.0,0.0,13.0,9.0,1.04,0.93,1.97,2.09,393,144.0,171.0,28.0,49.0,4.0,27.0,25.0,30.0,1.0,1.0,0.0,16.0,73.0,6.0,2.0,30.0,3.0,68.0,44.0,51.0,24.0,60.0,6.0,55.0
England,2023-11-20T19:45:00.000Z,Toše Proeski Arena,Filip Glova,"27,982",EURO Qualification Grp. C Round 10,71.0,25.0,1.05,5,3,2.0,1.0,152,68.0,16,1,1.0,1.0,0.0,3.0,2.0,0.05,0.21,0.27,1.99,222,70.0,82.0,19.0,40.0,1.0,20.0,13.0,1,1.0,0.0,9.0,56.0,9.0,7.0,25.0,3.0,45.0,35.0,47.0,10.0,48.0,5.0,50.0,1789,https://www.fotmob.com/en-GB/matches/north-macedonia-vs-england/2bjfn7#4044697,North Macedonia,5.0,75.0,8.0,1.26,16.0,2.0,2.0,2.0,582,89.0,15.0,6.0,7.0,7.0,1.0,9.0,7.0,1.03,0.24,1.26,0.34,653,239.0,343.0,15.0,52.0,6.0,29.0,16.0,29.0,3.0,2.0,0.0,7.0,58.0,4.0,1.0,3.0,2.0,50.0,39.0,53.0,11.0,52.0,11.0,65.0
North Macedonia,2023-11-20T19:45:00.000Z,Toše Proeski Arena,Filip Glova,"27,982",EURO Qualification Grp. C Round 10,5.0,75.0,1.26,16,2,2.0,2.0,582,89.0,15,6,7.0,7.0,1.0,9.0,7.0,1.03,0.24,1.26,0.34,653,239.0,343.0,15.0,52.0,6.0,29.0,16.0,3,2.0,0.0,7.0,58.0,4.0,1.0,3.0,2.0,50.0,39.0,53.0,11.0,52.0,11.0,65.0,1789,https://www.fotmob.com/en-GB/matches/north-macedonia-vs-england/2bjfn7#4044697,England,71.0,25.0,29.0,1.05,5.0,3.0,2.0,1.0,152,68.0,16.0,1.0,1.0,1.0,0.0,3.0,2.0,0.05,0.21,0.27,1.99,222,70.0,82.0,19.0,40.0,1.0,20.0,13.0,8.0,1.0,1.0,0.0,9.0,56.0,9.0,7.0,25.0,3.0,45.0,35.0,47.0,10.0,48.0,5.0,50.0
Denmark,2023-11-20T19:45:00.000Z,Windsor Park,Jérôme Brisard,"17,366",EURO Qualification Grp. H Round 10,73.0,20.0,0.91,7,2,1.0,0.0,105,53.0,6,2,3.0,2.0,1.0,5.0,2.0,0.87,0.04,0.91,0.86,198,49.0,56.0,19.0,30.0,2.0,25.0,16.0,1,2.0,0.0,8.0,53.0,8.0,4.0,47.0,5.0,50.0,27.0,45.0,23.0,52.0,4.0,27.0,1790,https://www.fotmob.com/en-GB/matches/denmark-vs-northern-ireland/2tuzkf#4044805,Northern Ireland,21.0,80.0,8.0,1.09,14.0,3.0,2.0,2.0,664,87.0,8.0,10.0,7.0,4.0,0.0,8.0,6.0,1.03,0.05,1.09,0.66,760,306.0,358.0,21.0,41.0,12.0,31.0,22.0,45.0,0.0,2.0,0.0,13.0,65.0,6.0,2.0,16.0,0.0,54.0,33.0,55.0,21.0,48.0,8.0,57.0
Northern Ireland,2023-11-20T19:45:00.000Z,Windsor Park,Jérôme Brisard,"17,366",EURO Qualification Grp. H Round 10,21.0,80.0,1.09,14,3,2.0,2.0,664,87.0,8,10,7.0,4.0,0.0,8.0,6.0,1.03,0.05,1.09,0.66,760,306.0,358.0,21.0,41.0,12.0,31.0,22.0,0,2.0,0.0,13.0,65.0,6.0,2.0,16.0,0.0,54.0,33.0,55.0,21.0,48.0,8.0,57.0,1790,https://www.fotmob.com/en-GB/matches/denmark-vs-northern-ireland/2tuzkf#4044805,Denmark,73.0,20.0,45.0,0.91,7.0,2.0,1.0,0.0,105,53.0,6.0,2.0,3.0,2.0,1.0,5.0,2.0,0.87,0.04,0.91,0.86,198,49.0,56.0,19.0,30.0,2.0,25.0,16.0,8.0,1.0,2.0,0.0,8.0,53.0,8.0,4.0,47.0,5.0,50.0,27.0,45.0,23.0,52.0,4.0,27.0
Finland,2023-11-20T19:45:00.000Z,Stadio Olimpico di Serravalle,Manfredas Lukjančukas,"1,427",EURO Qualification Grp. H Round 10,210.0,20.0,0.94,4,1,1.0,0.0,125,61.0,17,2,1.0,2.0,0.0,4.0,0.0,0.07,0.09,0.15,0.99,206,84.0,41.0,18.0,28.0,0.0,0.0,10.0,1,5.0,0.0,10.0,59.0,14.0,6.0,29.0,3.0,39.0,33.0,43.0,6.0,32.0,5.0,63.0,1791,https://www.fotmob.com/en-GB/matches/san-marino-vs-finland/1lkop6#4044807,San Marino,63.0,80.0,5.0,2.37,14.0,5.0,4.0,2.0,724,88.0,12.0,6.0,2.0,7.0,1.0,11.0,3.0,1.54,0.82,2.37,2.21,823,350.0,374.0,29.0,74.0,6.0,38.0,29.0,39.0,1.0,2.0,0.0,6.0,86.0,7.0,2.0,6.0,0.0,56.0,43.0,57.0,13.0,68.0,19.0,68.0
San Marino,2023-11-20T19:45:00.000Z,Stadio Olimpico di Serravalle,Manfredas Lukjančukas,"1,427",EURO Qualification Grp. H Round 10,63.0,80.0,2.37,14,5,4.0,2.0,724,88.0,12,6,2.0,7.0,1.0,11.0,3.0,1.54,0.82,2.37,2.21,823,350.0,374.0,29.0,74.0,6.0,38.0,29.0,1,2.0,0.0,6.0,86.0,7.0,2.0,6.0,0.0,56.0,43.0,57.0,13.0,68.0,19.0,68.0,1791,https://www.fotmob.com/en-GB/matches/san-marino-vs-finland/1lkop6#4044807,Finland,210.0,20.0,39.0,0.94,4.0,1.0,1.0,0.0,125,61.0,17.0,2.0,1.0,2.0,0.0,4.0,0.0,0.07,0.09,0.15,0.99,206,84.0,41.0,18.0,28.0,0.0,0.0,10.0,5.0,1.0,5.0,0.0,10.0,59.0,14.0,6.0,29.0,3.0,39.0,33.0,43.0,6.0,32.0,5.0,63.0
Kazakhstan,2023-11-20T19:45:00.000Z,Stadion Stožice,Szymon Marciniak,"16,432",EURO Qualification Grp. H Round 10,57.0,60.0,1.49,13,6,2.0,1.0,403,76.0,11,4,3.0,4.0,0.0,8.0,5.0,0.5,0.2,0.7,2.16,532,187.0,216.0,34.0,46.0,3.0,19.0,35.0,1,1.0,0.0,20.0,71.0,10.0,2.0,18.0,2.0,74.0,51.0,64.0,23.0,47.0,6.0,55.0,1792,https://www.fotmob.com/en-GB/matches/slovenia-vs-kazakhstan/1msfur#4044806,Slovenia,109.0,40.0,17.0,0.81,8.0,3.0,2.0,1.0,247,70.0,17.0,3.0,3.0,2.0,0.0,5.0,3.0,0.73,0.08,0.81,1.11,355,155.0,92.0,31.0,40.0,5.0,38.0,26.0,9.0,1.0,4.0,0.0,9.0,75.0,12.0,5.0,29.0,3.0,55.0,29.0,36.0,26.0,53.0,8.0,33.0
Slovenia,2023-11-20T19:45:00.000Z,Stadion Stožice,Szymon Marciniak,"16,432",EURO Qualification Grp. H Round 10,109.0,40.0,0.81,8,3,2.0,1.0,247,70.0,17,3,3.0,2.0,0.0,5.0,3.0,0.73,0.08,0.81,1.11,355,155.0,92.0,31.0,40.0,5.0,38.0,26.0,1,4.0,0.0,9.0,75.0,12.0,5.0,29.0,3.0,55.0,29.0,36.0,26.0,53.0,8.0,33.0,1792,https://www.fotmob.com/en-GB/matches/slovenia-vs-kazakhstan/1msfur#4044806,Kazakhstan,57.0,60.0,9.0,1.49,13.0,6.0,2.0,1.0,403,76.0,11.0,4.0,3.0,4.0,0.0,8.0,5.0,0.5,0.2,0.7,2.16,532,187.0,216.0,34.0,46.0,3.0,19.0,35.0,17.0,1.0,1.0,0.0,20.0,71.0,10.0,2.0,18.0,2.0,74.0,51.0,64.0,23.0,47.0,6.0,55.0
Italy,2023-11-20T19:45:00.000Z,BayArena,Jesús Gil Manzano,"26,403",EURO Qualification Grp. C Round 10,24.0,42.0,0.39,7,4,1.0,1.0,312,81.0,14,4,2.0,1.0,0.0,3.0,4.0,0.18,0.21,0.39,0.79,386,177.0,135.0,19.0,40.0,1.0,9.0,7.0,1,1.0,0.0,9.0,75.0,8.0,6.0,24.0,2.0,31.0,24.0,41.0,7.0,32.0,4.0,36.0,1793,https://www.fotmob.com/en-GB/matches/ukraine-vs-italy/1ual7n#4044696,Ukraine,10.0,58.0,17.0,1.64,17.0,2.0,2.0,2.0,454,85.0,9.0,9.0,8.0,7.0,0.0,8.0,9.0,1.19,0.44,1.64,0.75,535,186.0,268.0,26.0,59.0,7.0,33.0,16.0,31.0,3.0,1.0,0.0,7.0,54.0,7.0,1.0,12.0,4.0,50.0,35.0,59.0,15.0,68.0,8.0,47.0
Ukraine,2023-11-20T19:45:00.000Z,BayArena,Jesús Gil Manzano,"26,403",EURO Qualification Grp. C Round 10,10.0,58.0,1.64,17,2,2.0,2.0,454,85.0,9,9,8.0,7.0,0.0,8.0,9.0,1.19,0.44,1.64,0.75,535,186.0,268.0,26.0,59.0,7.0,33.0,16.0,3,1.0,0.0,7.0,54.0,7.0,1.0,12.0,4.0,50.0,35.0,59.0,15.0,68.0,8.0,47.0,1793,https://www.fotmob.com/en-GB/matches/ukraine-vs-italy/1ual7n#4044696,Italy,24.0,42.0,31.0,0.39,7.0,4.0,1.0,1.0,312,81.0,14.0,4.0,2.0,1.0,0.0,3.0,4.0,0.18,0.21,0.39,0.79,386,177.0,135.0,19.0,40.0,1.0,9.0,7.0,17.0,1.0,1.0,0.0,9.0,75.0,8.0,6.0,24.0,2.0,31.0,24.0,41.0,7.0,32.0,4.0,36.0
Israel,2023-11-21T19:45:00.000Z,Estadi Nacional,Sascha Stegemann,568,EURO Qualification Grp. I Round 10,162.0,16.0,0.38,7,2,1.0,1.0,76,52.0,7,1,3.0,2.0,1.0,4.0,3.0,0.18,0.2,0.38,0.77,146,39.0,37.0,11.0,23.0,2.0,29.0,23.0,1,4.0,0.0,6.0,75.0,10.0,3.0,31.0,7.0,24.0,12.0,34.0,12.0,50.0,2.0,50.0,1794,https://www.fotmob.com/en-GB/matches/israel-vs-andorra/2v4qah#4044662,Andorra,79.0,84.0,14.0,1.68,16.0,8.0,3.0,2.0,714,89.0,3.0,5.0,5.0,3.0,0.0,8.0,8.0,1.64,0.05,1.68,1.82,802,310.0,404.0,40.0,58.0,4.0,22.0,27.0,27.0,3.0,1.0,0.0,3.0,38.0,5.0,1.0,7.0,2.0,35.0,23.0,66.0,12.0,50.0,8.0,62.0
Andorra,2023-11-21T19:45:00.000Z,Estadi Nacional,Sascha Stegemann,568,EURO Qualification Grp. I Round 10,79.0,84.0,1.68,16,8,3.0,2.0,714,89.0,3,5,5.0,3.0,0.0,8.0,8.0,1.64,0.05,1.68,1.82,802,310.0,404.0,40.0,58.0,4.0,22.0,27.0,3,1.0,0.0,3.0,38.0,5.0,1.0,7.0,2.0,35.0,23.0,66.0,12.0,50.0,8.0,62.0,1794,https://www.fotmob.com/en-GB/matches/israel-vs-andorra/2v4qah#4044662,Israel,162.0,16.0,27.0,0.38,7.0,2.0,1.0,1.0,76,52.0,7.0,1.0,3.0,2.0,1.0,4.0,3.0,0.18,0.2,0.38,0.77,146,39.0,37.0,11.0,23.0,2.0,29.0,23.0,14.0,1.0,4.0,0.0,6.0,75.0,10.0,3.0,31.0,7.0,24.0,12.0,34.0,12.0,50.0,2.0,50.0
Armenia,2023-11-21T19:45:00.000Z,Stadion Maksimir,Ivan Kružliak,"20,398",EURO Qualification Grp. D Round 10,9.0,67.0,1.2,21,11,3.0,2.0,639,89.0,6,11,7.0,3.0,0.0,12.0,9.0,0.96,0.24,1.2,1.36,714,269.0,370.0,32.0,78.0,7.0,18.0,16.0,3,0.0,0.0,14.0,70.0,14.0,4.0,5.0,2.0,51.0,40.0,69.0,11.0,50.0,12.0,86.0,1795,https://www.fotmob.com/en-GB/matches/armenia-vs-croatia/2beq7e#4044716,Croatia,96.0,33.0,38.0,0.27,6.0,2.0,1.0,1.0,271,76.0,10.0,3.0,0.0,4.0,0.0,3.0,3.0,0.27,0.0,0.27,0.26,358,162.0,109.0,18.0,35.0,0.0,0.0,19.0,8.0,0.0,1.0,0.0,6.0,86.0,11.0,3.0,37.0,11.0,29.0,18.0,31.0,11.0,50.0,6.0,30.0
Croatia,2023-11-21T19:45:00.000Z,Stadion Maksimir,Ivan Kružliak,"20,398",EURO Qualification Grp. D Round 10,96.0,33.0,0.27,6,2,1.0,1.0,271,76.0,10,3,0.0,4.0,0.0,3.0,3.0,0.27,0.0,0.27,0.26,358,162.0,109.0,18.0,35.0,0.0,0.0,19.0,0,1.0,0.0,6.0,86.0,11.0,3.0,37.0,11.0,29.0,18.0,31.0,11.0,50.0,6.0,30.0,1795,https://www.fotmob.com/en-GB/matches/armenia-vs-croatia/2beq7e#4044716,Armenia,9.0,67.0,8.0,1.2,21.0,11.0,3.0,2.0,639,89.0,6.0,11.0,7.0,3.0,0.0,12.0,9.0,0.96,0.24,1.2,1.36,714,269.0,370.0,32.0,78.0,7.0,18.0,16.0,38.0,3.0,0.0,0.0,14.0,70.0,14.0,4.0,5.0,2.0,51.0,40.0,69.0,11.0,50.0,12.0,86.0
Netherlands,2023-11-21T19:45:00.000Z,Estádio Do Algarve,Arda Kardeşler,"2,280",EURO Qualification Grp. B Round 10,198.0,21.0,0.0,0,0,0.0,0.0,118,60.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198,95.0,23.0,17.0,27.0,0.0,0.0,11.0,3,1.0,0.0,8.0,73.0,5.0,7.0,28.0,3.0,30.0,25.0,45.0,5.0,26.0,3.0,38.0,1796,https://www.fotmob.com/en-GB/matches/netherlands-vs-gibraltar/1osoeka0#4044677,Gibraltar,7.0,79.0,0.0,2.51,23.0,9.0,4.0,2.0,660,92.0,11.0,9.0,7.0,7.0,0.0,19.0,4.0,2.07,0.44,2.51,3.34,717,123.0,537.0,19.0,73.0,11.0,30.0,13.0,39.0,1.0,1.0,0.0,5.0,63.0,7.0,0.0,1.0,0.0,45.0,31.0,55.0,14.0,74.0,10.0,77.0
Gibraltar,2023-11-21T19:45:00.000Z,Estádio Do Algarve,Arda Kardeşler,"2,280",EURO Qualification Grp. B Round 10,7.0,79.0,2.51,23,9,4.0,2.0,660,92.0,11,9,7.0,7.0,0.0,19.0,4.0,2.07,0.44,2.51,3.34,717,123.0,537.0,19.0,73.0,11.0,30.0,13.0,1,1.0,0.0,5.0,63.0,7.0,0.0,1.0,0.0,45.0,31.0,55.0,14.0,74.0,10.0,77.0,1796,https://www.fotmob.com/en-GB/matches/netherlands-vs-gibraltar/1osoeka0#4044677,Netherlands,198.0,21.0,39.0,0.0,0.0,0.0,0.0,0.0,118,60.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198,95.0,23.0,17.0,27.0,0.0,0.0,11.0,0.0,3.0,1.0,0.0,8.0,73.0,5.0,7.0,28.0,3.0,30.0,25.0,45.0,5.0,26.0,3.0,38.0
France,2023-11-21T19:45:00.000Z,OPAP Arena,Daniel Siebert,"24,820",EURO Qualification Grp. B Round 10,51.0,33.0,0.44,8,2,1.0,0.0,301,85.0,5,2,3.0,3.0,0.0,5.0,3.0,0.42,0.02,0.44,0.63,354,192.0,109.0,19.0,40.0,1.0,14.0,9.0,3,3.0,0.0,10.0,77.0,14.0,2.0,29.0,5.0,38.0,32.0,57.0,6.0,35.0,8.0,57.0,1797,https://www.fotmob.com/en-GB/matches/greece-vs-france/1f52gu#4044619,Greece,2.0,67.0,11.0,1.67,15.0,7.0,4.0,4.0,642,91.0,11.0,9.0,6.0,2.0,2.0,10.0,5.0,1.5,0.17,1.67,1.37,703,239.0,403.0,17.0,71.0,7.0,23.0,21.0,34.0,1.0,3.0,0.0,7.0,70.0,2.0,3.0,7.0,0.0,35.0,24.0,43.0,11.0,65.0,9.0,60.0
