opp,datetime,stadium,attribute_3,attribute_4,competition,ranking,possession,expected_goals_(xg),total_shots,shots_on_target,big_chances,big_chances_missed,accurate_passes,accurate_passes_pc,fouls_committed,corners,shots_off_target,blocked_shots,hit_woodwork,shots_inside_box,shots_outside_box,xg_open_play,xg_set_play,non-penalty_xg,xg_on_target_(xgot),passes,own_half,opposition_half,accurate_long_balls,accurate_long_balls_pc,accurate_crosses,accurate_crosses_pc,throws,offsides,yellow_cards,red_cards,tackles_won,tackles_won_pc,interceptions,blocks,clearances,keeper_saves,duels_won,ground_duels_won,ground_duels_won_pc,aerial_duels_won,aerial_duels_won_pc,successful_dribbles,successful_dribbles_pc,game_id,url,team,opp_ranking,opp_possession,touches_in_opposition_box,conc_expected_goals_(xg),conc_total_shots,conc_shots_on_target,conc_big_chances,conc_big_chances_missed,conc_accurate_passes,conc_accurate_passes_pc,conc_fouls_committed,conc_corners,conc_shots_off_target,conc_blocked_shots,conc_hit_woodwork,conc_shots_inside_box,conc_shots_outside_box,conc_xg_open_play,conc_xg_set_play,conc_non-penalty_xg,conc_xg_on_target_(xgot),conc_passes,conc_own_half,conc_opposition_half,conc_accurate_long_balls,conc_accurate_long_balls_pc,conc_accurate_crosses,conc_accurate_crosses_pc,conc_throws,conc_touches_in_opposition_box,conc_offsides,conc_yellow_cards,conc_red_cards,conc_tackles_won,conc_tackles_won_pc,conc_interceptions,conc_blocks,conc_clearances,conc_keeper_saves,conc_duels_won,conc_ground_duels_won,conc_ground_duels_won_pc,conc_aerial_duels_won,conc_aerial_duels_won_pc,conc_successful_dribbles,conc_successful_dribbles_pc
Poland,2024-06-21T16:00:00.000Z,Olympiastadion Berlin,Halil Umut Meler,"69,455",EURO Grp. D Round 2,25,53,2.13,15,9,3,1,373,84,15,3,2,4,0,10,5,1.20,0.14,1.34,2.88,443,167,206,14,31,4,22,18,2,2,0,5,45,16,7,19,2,43,30,50,13,52,5,63,1912,https://www.fotmob.com/en-GB/matches/austria-vs-poland/2c9ccc#4043857,Austria,26,47,24,1.68,15,3,2,1,311,80,15,4,5,7,0,8,7,0.77,0.90,1.68,1.27,390,197,114,11,35,6,33,26,13,0,4,0,5,71,6,4,21,6,42,30,50,12,48,9,69
France,2024-06-21T19:00:00.000Z,Leipzig Stadium,Anthony Taylor,"38,531",EURO Grp. D Round 2,7,37,0.47,8,4,1,1,352,88,13,3,0,4,0,4,4,0.40,0.07,0.47,0.97,398,236,116,12,55,3,38,12,4,1,0,7,88,3,5,23,3,22,16,32,6,60,0,0,1913,https://www.fotmob.com/en-GB/matches/netherlands-vs-france/1hphyf#4043858,Netherlands,2,63,12,1.43,15,3,2,2,609,92,8,6,7,5,0,8,7,1.34,0.09,1.43,1.18,660,277,332,19,59,4,20,17,20,0,0,0,7,54,2,3,9,4,38,34,68,4,40,9,69
Netherlands,2024-06-21T19:00:00.000Z,Leipzig Stadium,Anthony Taylor,"38,531",EURO Grp. D Round 2,2,63,1.43,15,3,2,2,609,92,8,6,7,5,0,8,7,1.34,0.09,1.43,1.18,660,277,332,19,59,4,20,17,0,0,0,7,54,2,3,9,4,38,34,68,4,40,9,69,1913,https://www.fotmob.com/en-GB/matches/netherlands-vs-france/1hphyf#4043858,France,7,37,20,0.47,8,4,1,1,352,88,13,3,0,4,0,4,4,0.40,0.07,0.47,0.97,398,236,116,12,55,3,38,12,12,4,1,0,7,88,3,5,23,3,22,16,32,6,60,0,0
Scotland,2024-06-14T19:00:00.000Z,Fußball Arena München,Clément Turpin,"65,052",EURO Grp. A Round 1,16,73,2.15,20,10,1,0,643,94,15,5,5,5,0,10,10,1.09,0.27,1.36,3.33,683,227,416,19,68,5,24,12,4,2,0,9,90,2,0,16,0,34,25,42,9,56,6,38,1914,https://www.fotmob.com/en-GB/matches/scotland-vs-germany/2eqbvc#4043837,Germany,39,27,31,0.02,1,0,0,0,189,75,9,0,1,0,0,1,0,0.00,0.02,0.02,0.00,251,139,50,18,38,1,13,14,2,0,1,1,8,53,6,5,22,5,41,34,58,7,44,5,56
Germany,2024-06-14T19:00:00.000Z,Fußball Arena München,Clément Turpin,"65,052",EURO Grp. A Round 1,39,27,0.02,1,0,0,0,189,75,9,0,1,0,0,1,0,0.00,0.02,0.02,0.00,251,139,50,18,38,1,13,14,0,1,1,8,53,6,5,22,5,41,34,58,7,44,5,56,1914,https://www.fotmob.com/en-GB/matches/scotland-vs-germany/2eqbvc#4043837,Scotland,16,73,2,2.15,20,10,1,0,643,94,15,5,5,5,0,10,10,1.09,0.27,1.36,3.33,683,227,416,19,68,5,24,12,31,4,2,0,9,90,2,0,16,0,34,25,42,9,56,6,38
Switzerland,2024-06-15T13:00:00.000Z,Cologne Stadium,Slavko Vinčić,"41,676",EURO Grp. A Round 1,27,50,1.25,6,2,3,2,365,83,9,2,3,1,0,5,1,0.91,0.34,1.25,0.98,438,222,143,37,66,5,25,20,3,2,0,11,69,5,5,23,4,48,32,55,16,52,4,50,1915,https://www.fotmob.com/en-GB/matches/switzerland-vs-hungary/1xj4mo#4043838,Hungary,19,50,10,2.33,15,7,3,1,380,84,13,6,3,5,0,11,4,2.11,0.21,2.33,2.41,452,180,200,21,47,2,20,24,32,2,2,0,9,69,6,1,17,1,41,26,45,15,48,5,38
Hungary,2024-06-15T13:00:00.000Z,Cologne Stadium,Slavko Vinčić,"41,676",EURO Grp. A Round 1,19,50,2.33,15,7,3,1,380,84,13,6,3,5,0,11,4,2.11,0.21,2.33,2.41,452,180,200,21,47,2,20,24,2,2,0,9,69,6,1,17,1,41,26,45,15,48,5,38,1915,https://www.fotmob.com/en-GB/matches/switzerland-vs-hungary/1xj4mo#4043838,Switzerland,27,50,32,1.25,6,2,3,2,365,83,9,2,3,1,0,5,1,0.91,0.34,1.25,0.98,438,222,143,37,66,5,25,20,10,3,2,0,11,69,5,5,23,4,48,32,55,16,52,4,50
Croatia,2024-06-15T16:00:00.000Z,Olympiastadion Berlin,Michael Oliver,"68,844",EURO Grp. B Round 1,8,47,2.01,11,5,4,2,383,84,14,5,3,3,0,8,3,1.06,0.95,2.01,2.69,457,229,154,20,47,4,44,14,2,1,0,10,71,5,3,10,5,55,36,49,19,66,12,67,1916,https://www.fotmob.com/en-GB/matches/spain-vs-croatia/2cs2z6#4043843,Spain,9,53,21,2.38,16,5,3,3,456,88,13,0,8,3,0,10,6,1.59,0.20,1.59,2.40,517,272,184,21,54,4,29,23,27,0,0,0,10,71,9,3,4,2,47,37,51,10,34,10,77
Spain,2024-06-15T16:00:00.000Z,Olympiastadion Berlin,Michael Oliver,"68,844",EURO Grp. B Round 1,9,53,2.38,16,5,3,3,456,88,13,0,8,3,0,10,6,1.59,0.20,1.59,2.40,517,272,184,21,54,4,29,23,0,0,0,10,71,9,3,4,2,47,37,51,10,34,10,77,1916,https://www.fotmob.com/en-GB/matches/spain-vs-croatia/2cs2z6#4043843,Croatia,8,47,27,2.01,11,5,4,2,383,84,14,5,3,3,0,8,3,1.06,0.95,2.01,2.69,457,229,154,20,47,4,44,14,21,2,1,0,10,71,5,3,10,5,55,36,49,19,66,12,67
Albania,2024-06-15T19:00:00.000Z,BVB Stadion Dortmund,Felix Zwayer,"60,512",EURO Grp. B Round 1,10,68,1.56,17,5,5,4,747,92,7,5,5,7,1,12,5,1.05,0.51,1.56,1.59,809,264,483,21,58,7,47,17,2,2,0,5,56,15,2,6,0,31,25,61,6,38,9,69,1917,https://www.fotmob.com/en-GB/matches/italy-vs-albania/2qx432#4043844,Italy,66,32,34,0.50,8,1,2,1,313,84,7,3,5,2,0,4,4,0.43,0.08,0.50,0.59,372,217,96,17,41,2,22,15,7,1,2,0,5,63,13,6,15,3,26,16,39,10,63,2,29
Italy,2024-06-15T19:00:00.000Z,BVB Stadion Dortmund,Felix Zwayer,"60,512",EURO Grp. B Round 1,66,32,0.50,8,1,2,1,313,84,7,3,5,2,0,4,4,0.43,0.08,0.50,0.59,372,217,96,17,41,2,22,15,1,2,0,5,63,13,6,15,3,26,16,39,10,63,2,29,1917,https://www.fotmob.com/en-GB/matches/italy-vs-albania/2qx432#4043844,Albania,10,68,7,1.56,17,5,5,4,747,92,7,5,5,7,1,12,5,1.05,0.51,1.56,1.59,809,264,483,21,58,7,47,17,34,2,2,0,5,56,15,2,6,0,31,25,61,6,38,9,69
Netherlands,2024-06-16T13:00:00.000Z,Volksparkstadion,Artur Manuel Ribeiro Soares Dias,"48,117",EURO Grp. D Round 1,26,34,1.32,12,7,2,2,232,79,10,3,4,1,0,8,4,0.73,0.60,1.32,1.41,295,130,102,12,31,4,24,13,2,0,0,9,60,7,3,26,2,39,30,44,9,36,7,44,1918,https://www.fotmob.com/en-GB/matches/netherlands-vs-poland/1xh5w6#4043855,Poland,7,66,17,1.46,21,4,3,2,514,89,8,6,14,3,0,14,7,1.34,0.12,1.46,1.15,579,230,284,24,53,6,29,29,44,0,1,0,11,79,3,1,21,6,54,38,56,16,64,14,70
Poland,2024-06-16T13:00:00.000Z,Volksparkstadion,Artur Manuel Ribeiro Soares Dias,"48,117",EURO Grp. D Round 1,7,66,1.46,21,4,3,2,514,89,8,6,14,3,0,14,7,1.34,0.12,1.46,1.15,579,230,284,24,53,6,29,29,0,1,0,11,79,3,1,21,6,54,38,56,16,64,14,70,1918,https://www.fotmob.com/en-GB/matches/netherlands-vs-poland/1xh5w6#4043855,Netherlands,26,34,44,1.32,12,7,2,2,232,79,10,3,4,1,0,8,4,0.73,0.60,1.32,1.41,295,130,102,12,31,4,24,13,17,2,0,0,9,60,7,3,26,2,39,30,44,9,36,7,44
Denmark,2024-06-16T16:00:00.000Z,Stuttgart Arena,Sandro Schärer,"54,000",EURO Grp. C Round 1,57,32,1.10,11,2,2,2,241,77,12,5,7,2,1,5,6,0.63,0.47,1.10,0.39,311,139,102,30,58,5,36,14,3,2,0,7,50,13,5,30,3,35,26,58,9,30,3,38,1919,https://www.fotmob.com/en-GB/matches/slovenia-vs-denmark/1mkbcr#4043850,Slovenia,21,68,12,1.66,16,4,2,1,583,89,9,9,6,6,0,12,4,0.62,1.04,1.66,1.97,658,271,312,17,44,9,36,16,33,1,1,0,2,29,5,2,17,1,40,19,42,21,70,1,11
Slovenia,2024-06-16T16:00:00.000Z,Stuttgart Arena,Sandro Schärer,"54,000",EURO Grp. C Round 1,21,68,1.66,16,4,2,1,583,89,9,9,6,6,0,12,4,0.62,1.04,1.66,1.97,658,271,312,17,44,9,36,16,1,1,0,2,29,5,2,17,1,40,19,42,21,70,1,11,1919,https://www.fotmob.com/en-GB/matches/slovenia-vs-denmark/1mkbcr#4043850,Denmark,57,32,33,1.10,11,2,2,2,241,77,12,5,7,2,1,5,6,0.63,0.47,1.10,0.39,311,139,102,30,58,5,36,14,12,3,2,0,7,50,13,5,30,3,35,26,58,9,30,3,38
England,2024-06-16T19:00:00.000Z,Arena AufSchalke,Daniele Orsato,"48,953",EURO Grp. C Round 1,32,47,0.18,6,1,0,0,438,87,19,2,2,3,0,1,5,0.16,0.02,0.18,0.04,504,218,220,20,45,2,11,19,0,2,0,10,77,5,1,17,2,36,28,44,8,36,8,100,1920,https://www.fotmob.com/en-GB/matches/serbia-vs-england/2azpwn#4043849,Serbia,5,53,11,0.52,5,3,2,1,527,90,8,1,1,1,1,2,3,0.48,0.05,0.52,1.45,588,243,284,30,52,2,22,8,12,1,0,0,6,67,8,3,22,1,50,36,56,14,64,8,44
Serbia,2024-06-16T19:00:00.000Z,Arena AufSchalke,Daniele Orsato,"48,953",EURO Grp. C Round 1,5,53,0.52,5,3,2,1,527,90,8,1,1,1,1,2,3,0.48,0.05,0.52,1.45,588,243,284,30,52,2,22,8,1,0,0,6,67,8,3,22,1,50,36,56,14,64,8,44,1920,https://www.fotmob.com/en-GB/matches/serbia-vs-england/2azpwn#4043849,England,32,47,12,0.18,6,1,0,0,438,87,19,2,2,3,0,1,5,0.16,0.02,0.18,0.04,504,218,220,20,45,2,11,19,11,0,2,0,10,77,5,1,17,2,36,28,44,8,36,8,100
Ukraine,2024-06-17T13:00:00.000Z,Fußball Arena München,Glenn Nyberg,"61,591",EURO Grp. E Round 1,47,29,1.20,9,5,1,0,170,72,9,4,2,2,1,3,6,0.31,0.90,1.20,1.58,237,75,95,15,37,1,9,19,1,1,0,3,38,6,5,31,3,37,27,46,10,48,11,50,1921,https://www.fotmob.com/en-GB/matches/ukraine-vs-romania/28jnky#4043862,Romania,24,71,10,0.75,13,2,0,0,516,87,8,8,5,6,1,5,8,0.60,0.14,0.75,0.17,591,228,288,18,49,1,4,13,19,1,1,0,11,65,5,2,7,2,43,32,54,11,52,7,64
Romania,2024-06-17T13:00:00.000Z,Fußball Arena München,Glenn Nyberg,"61,591",EURO Grp. E Round 1,24,71,0.75,13,2,0,0,516,87,8,8,5,6,1,5,8,0.60,0.14,0.75,0.17,591,228,288,18,49,1,4,13,1,1,0,11,65,5,2,7,2,43,32,54,11,52,7,64,1921,https://www.fotmob.com/en-GB/matches/ukraine-vs-romania/28jnky#4043862,Ukraine,47,29,19,1.20,9,5,1,0,170,72,9,4,2,2,1,3,6,0.31,0.90,1.20,1.58,237,75,95,15,37,1,9,19,10,1,1,0,3,38,6,5,31,3,37,27,46,10,48,11,50
Slovakia,2024-06-17T16:00:00.000Z,Frankfurt Arena,Halil Umut Meler,"45,181",EURO Grp. E Round 1,3,60,1.70,16,5,4,4,488,85,14,5,6,5,0,10,6,1.52,0.18,1.70,1.02,573,308,180,22,50,4,29,18,2,3,0,7,50,2,2,15,3,40,32,54,8,44,8,57,1922,https://www.fotmob.com/en-GB/matches/belgium-vs-slovakia/2bmo0d#4043861,Belgium,45,40,34,0.57,10,4,1,0,283,77,10,7,4,2,0,6,4,0.53,0.04,0.57,1.37,367,170,113,25,40,6,35,19,15,1,1,0,4,50,9,6,19,5,37,27,46,10,56,6,67
Belgium,2024-06-17T16:00:00.000Z,Frankfurt Arena,Halil Umut Meler,"45,181",EURO Grp. E Round 1,45,40,0.57,10,4,1,0,283,77,10,7,4,2,0,6,4,0.53,0.04,0.57,1.37,367,170,113,25,40,6,35,19,1,1,0,4,50,9,6,19,5,37,27,46,10,56,6,67,1922,https://www.fotmob.com/en-GB/matches/belgium-vs-slovakia/2bmo0d#4043861,Slovakia,3,60,15,1.70,16,5,4,4,488,85,14,5,6,5,0,10,6,1.52,0.18,1.70,1.02,573,308,180,22,50,4,29,18,34,2,3,0,7,50,2,2,15,3,40,32,54,8,44,8,57
France,2024-06-17T19:00:00.000Z,Düsseldorf Arena,Jesús Gil Manzano,"46,425",EURO Grp. D Round 1,25,52,0.76,6,3,2,2,401,84,18,6,2,1,0,4,2,0.66,0.10,0.76,1.50,476,203,198,14,41,4,15,18,0,5,0,13,48,3,5,19,3,48,40,47,8,30,4,36,1923,https://www.fotmob.com/en-GB/matches/france-vs-austria/1usj9e#4043856,Austria,2,48,19,2.13,14,3,2,2,390,86,11,2,6,5,0,12,2,2.01,0.12,2.13,0.39,453,231,159,24,53,2,17,23,35,1,2,0,7,47,6,1,31,3,64,45,53,19,70,12,50
Austria,2024-06-17T19:00:00.000Z,Düsseldorf Arena,Jesús Gil Manzano,"46,425",EURO Grp. D Round 1,2,48,2.13,14,3,2,2,390,86,11,2,6,5,0,12,2,2.01,0.12,2.13,0.39,453,231,159,24,53,2,17,23,1,2,0,7,47,6,1,31,3,64,45,53,19,70,12,50,1923,https://www.fotmob.com/en-GB/matches/france-vs-austria/1usj9e#4043856,France,25,52,35,0.76,6,3,2,2,401,84,18,6,2,1,0,4,2,0.66,0.10,0.76,1.50,476,203,198,14,41,4,15,18,19,0,5,0,13,48,3,5,19,3,48,40,47,8,30,4,36
